Source,Target,Type,Weight
ssbOzbL1SJQ,LgmxMuW6Fsc,Undirected,1
ssbOzbL1SJQ,X6NyvN4ZTik,Undirected,1
ssbOzbL1SJQ,k9PdgjmQcKI,Undirected,1
ssbOzbL1SJQ,SNCMtOdaIxU,Undirected,1
ssbOzbL1SJQ,XZNUgzO9xJA,Undirected,1
ssbOzbL1SJQ,GJCJme9ILPs,Undirected,1
ssbOzbL1SJQ,o9zRQijCN5w,Undirected,1
ssbOzbL1SJQ,2fGXDFiFBhg,Undirected,1
ssbOzbL1SJQ,wf3t5p2XDAg,Undirected,1
ssbOzbL1SJQ,JqA6TZW9-0w,Undirected,1
ssbOzbL1SJQ,e7b5hbWvWEQ,Undirected,1
ssbOzbL1SJQ,NRh8KWiCxWU,Undirected,2
ssbOzbL1SJQ,4OdLgsZOM14,Undirected,1
ssbOzbL1SJQ,4xN-jUfJAyM,Undirected,1
ssbOzbL1SJQ,CQZdAK_0PXU,Undirected,1
ssbOzbL1SJQ,a8gzChJsvEo,Undirected,1
ssbOzbL1SJQ,QF031DwMffQ,Undirected,1
ssbOzbL1SJQ,NWGguhHrzpw,Undirected,1
ssbOzbL1SJQ,ZKUerb6IH4Y,Undirected,1
ssbOzbL1SJQ,bOBL980Xsg4,Undirected,1
ssbOzbL1SJQ,hVEgTsmBDw0,Undirected,2
ssbOzbL1SJQ,USigj639wTU,Undirected,1
ssbOzbL1SJQ,6ZfuNTqbHE8,Undirected,1
ssbOzbL1SJQ,_qEfXjdZrWg,Undirected,1
ssbOzbL1SJQ,QJb9-ri3cLs,Undirected,1
ssbOzbL1SJQ,817P8W8-mGE,Undirected,1
ssbOzbL1SJQ,3XIV3mfc8S0,Undirected,1
ssbOzbL1SJQ,Tfaq4UTH7P0,Undirected,1
ssbOzbL1SJQ,8mBHDHIb-kM,Undirected,1
ssbOzbL1SJQ,B4WBB8gAwTE,Undirected,1
ssbOzbL1SJQ,u5Jw7D-c3II,Undirected,1
ssbOzbL1SJQ,TOeWI-HClI8,Undirected,1
ssbOzbL1SJQ,Ic8yK9YLyak,Undirected,1
ssbOzbL1SJQ,Pl_BHQOCFDY,Undirected,1
ssbOzbL1SJQ,N9s2YY3g2r0,Undirected,1
ssbOzbL1SJQ,dsNNfiA6qjs,Undirected,1
ssbOzbL1SJQ,TKc65We4Yhs,Undirected,5
ssbOzbL1SJQ,EwIe8nLwZMY,Undirected,1
ssbOzbL1SJQ,k6fEpn_lzmw,Undirected,1
ssbOzbL1SJQ,w4AImq08j9o,Undirected,1
ssbOzbL1SJQ,nzlazAyylw8,Undirected,5
ssbOzbL1SJQ,ECLwG0sHrAw,Undirected,1
ssbOzbL1SJQ,r8FQ5wUYm9c,Undirected,2
ssbOzbL1SJQ,m1sdAmSq4vs,Undirected,2
ssbOzbL1SJQ,ntLtNTUCuII,Undirected,1
ssbOzbL1SJQ,hWgy6gAK9OA,Undirected,1
ssbOzbL1SJQ,tpF7R7ou4OY,Undirected,2
ssbOzbL1SJQ,-A9rYcBmBFo,Undirected,1
ssbOzbL1SJQ,YBT_rfVxY5A,Undirected,1
ssbOzbL1SJQ,Cd8UxUlqaZ8,Undirected,1
ssbOzbL1SJQ,Swtha2lg-xI,Undirected,3
ssbOzbL1SJQ,wzKL-bQKcgA,Undirected,1
ssbOzbL1SJQ,oky9_tJyvpI,Undirected,2
ssbOzbL1SJQ,lw_KFCgcvA4,Undirected,1
ssbOzbL1SJQ,o8Z_FMVbJqI,Undirected,1
ssbOzbL1SJQ,Ymt4lpzv62g,Undirected,2
ssbOzbL1SJQ,McenDl9NdYE,Undirected,1
ssbOzbL1SJQ,oQxKEtoHygY,Undirected,1
ssbOzbL1SJQ,hj44lITeFHk,Undirected,2
ssbOzbL1SJQ,WS7f5xpGYn8,Undirected,1
ssbOzbL1SJQ,r9C7Grxk4bU,Undirected,3
ssbOzbL1SJQ,hdyD3afxyxc,Undirected,1
ssbOzbL1SJQ,p9RLCdyn_40,Undirected,1
ssbOzbL1SJQ,ifkRhaEDzzo,Undirected,1
ssbOzbL1SJQ,3db2XrU3__0,Undirected,1
ssbOzbL1SJQ,hU_oxkN9wsw,Undirected,1
ssbOzbL1SJQ,Z5UcSC2lWQ0,Undirected,1
ssbOzbL1SJQ,Kx90AspFmEA,Undirected,1
ssbOzbL1SJQ,d5w7iCkHvaU,Undirected,1
ssbOzbL1SJQ,3mUtNE82ZV4,Undirected,3
ssbOzbL1SJQ,9Vb8tOUh2C4,Undirected,1
ssbOzbL1SJQ,ao7JzzfIqVE,Undirected,3
ssbOzbL1SJQ,T0_M3t3UVao,Undirected,1
ssbOzbL1SJQ,NBkC83-vh9A,Undirected,2
ssbOzbL1SJQ,yjV4PIDJVHg,Undirected,1
ssbOzbL1SJQ,nuKhpdLgR2U,Undirected,1
ssbOzbL1SJQ,tXoJTxPLrKM,Undirected,1
ssbOzbL1SJQ,uthHP6FoBmk,Undirected,1
ssbOzbL1SJQ,XvondF0gfro,Undirected,2
ssbOzbL1SJQ,NsGrfU5buKc,Undirected,1
ssbOzbL1SJQ,PJBmeqpw3DY,Undirected,1
ssbOzbL1SJQ,lERhNXw6FaQ,Undirected,1
ssbOzbL1SJQ,E0yPapgxIgo,Undirected,1
ssbOzbL1SJQ,k2NskGo6x40,Undirected,1
ssbOzbL1SJQ,oj8JK6c5x3M,Undirected,1
ssbOzbL1SJQ,zUelEgXDHa8,Undirected,1
ssbOzbL1SJQ,86atbRCxDgw,Undirected,1
ssbOzbL1SJQ,-mNlASb89Wo,Undirected,1
ssbOzbL1SJQ,S10azlzvS_8,Undirected,1
ssbOzbL1SJQ,8KgiaRPxRnQ,Undirected,1
ssbOzbL1SJQ,3pxyo7eSknc,Undirected,1
ssbOzbL1SJQ,RzK4sqmgimk,Undirected,2
ssbOzbL1SJQ,5deYJLWFplc,Undirected,2
ssbOzbL1SJQ,fsT5SyBLlIg,Undirected,2
ssbOzbL1SJQ,LxIBv_XS3ls,Undirected,1
ssbOzbL1SJQ,24-AhdoN_Nk,Undirected,1
ssbOzbL1SJQ,D0aAYfRBVik,Undirected,1
ssbOzbL1SJQ,31mjfjIkWiM,Undirected,1
ssbOzbL1SJQ,3rVFuscWyC8,Undirected,1
ssbOzbL1SJQ,pWqRw4NfFDA,Undirected,3
ssbOzbL1SJQ,xvaCIbcM2-I,Undirected,1
ssbOzbL1SJQ,OM9h-llN4TY,Undirected,2
ssbOzbL1SJQ,k5TqNsr6YuQ,Undirected,1
ssbOzbL1SJQ,fN5HV79_8B8,Undirected,1
ssbOzbL1SJQ,p4HrpCPquk4,Undirected,1
ssbOzbL1SJQ,ys2x8oOK7wE,Undirected,1
ssbOzbL1SJQ,lmb6w5luY_Q,Undirected,1
ssbOzbL1SJQ,o8lSb-UOA3M,Undirected,2
ssbOzbL1SJQ,KweizHAroUU,Undirected,1
ssbOzbL1SJQ,eT9eWtb7C4c,Undirected,3
ssbOzbL1SJQ,vVoxIgwdppE,Undirected,1
ssbOzbL1SJQ,MMjmdNqIrSU,Undirected,1
ssbOzbL1SJQ,HSezK15Ewdo,Undirected,1
ssbOzbL1SJQ,FDTKws5WxKw,Undirected,1
ssbOzbL1SJQ,6iVbBd9h7W8,Undirected,1
ssbOzbL1SJQ,ya6CQrFacIY,Undirected,1
ssbOzbL1SJQ,EofDwwembIw,Undirected,1
ssbOzbL1SJQ,fRQfrB6klX0,Undirected,1
ssbOzbL1SJQ,Kc6j1IAK19k,Undirected,2
ssbOzbL1SJQ,Y0MjGxKe888,Undirected,1
ssbOzbL1SJQ,T_AyI8I4O3U,Undirected,1
ssbOzbL1SJQ,akTosGXl8pI,Undirected,1
ssbOzbL1SJQ,-Hz00xRLPyo,Undirected,3
ssbOzbL1SJQ,qpAo_XvCQaQ,Undirected,2
ssbOzbL1SJQ,7LlWd7HP_bc,Undirected,2
ssbOzbL1SJQ,jxFwvwYPPcs,Undirected,1
ssbOzbL1SJQ,1m7WNpBbjKM,Undirected,9
ssbOzbL1SJQ,IJ9OFwFxxt4,Undirected,1
ssbOzbL1SJQ,ma8te7ywEio,Undirected,2
ssbOzbL1SJQ,8iEoyqO98qM,Undirected,2
ssbOzbL1SJQ,gImQUUb8cU4,Undirected,2
ssbOzbL1SJQ,8_rTIAOohas,Undirected,1
ssbOzbL1SJQ,YNpCXG66_PA,Undirected,1
ssbOzbL1SJQ,XY8QQmFswmA,Undirected,1
ssbOzbL1SJQ,kKk6vEqFFOA,Undirected,10
ssbOzbL1SJQ,jm_mZqqL40M,Undirected,1
ssbOzbL1SJQ,f_jTeuajas0,Undirected,1
ssbOzbL1SJQ,51cbHTKdILA,Undirected,1
ssbOzbL1SJQ,If75XsbYCZw,Undirected,1
ssbOzbL1SJQ,fW_SW-EwVRI,Undirected,1
ssbOzbL1SJQ,d3h_uD-5d7A,Undirected,1
ssbOzbL1SJQ,yHHnywiSwIE,Undirected,2
ssbOzbL1SJQ,uexk7jWXYmU,Undirected,1
ssbOzbL1SJQ,2B85lYenaxE,Undirected,1
ssbOzbL1SJQ,lyfRkPDZuz8,Undirected,2
ssbOzbL1SJQ,rQWZK5U233s,Undirected,1
ssbOzbL1SJQ,CfyMD5rSK50,Undirected,2
ssbOzbL1SJQ,80T59B2RVOo,Undirected,1
ssbOzbL1SJQ,yZhoHsgJlEo,Undirected,1
ssbOzbL1SJQ,utsPTIL0ACE,Undirected,1
ssbOzbL1SJQ,-43MBOJnVks,Undirected,1
ssbOzbL1SJQ,XIZmIl9SsXk,Undirected,1
ssbOzbL1SJQ,BVRvrvCQdmg,Undirected,2
ssbOzbL1SJQ,V69XYIRjKww,Undirected,2
ssbOzbL1SJQ,X_vVMmvjEts,Undirected,1
ssbOzbL1SJQ,colIbxVLUrA,Undirected,1
ssbOzbL1SJQ,I5X3vC-XsU0,Undirected,1
ssbOzbL1SJQ,EcFJbKJxjDA,Undirected,1
ssbOzbL1SJQ,_0ovuLsnU1A,Undirected,1
ssbOzbL1SJQ,YBpdL9hSac4,Undirected,1
ssbOzbL1SJQ,meLOY29qarc,Undirected,1
ssbOzbL1SJQ,IqNQrpSe7UE,Undirected,2
ssbOzbL1SJQ,IrmTRb2Ar1I,Undirected,1
ssbOzbL1SJQ,QLUXGKtRaEs,Undirected,1
ssbOzbL1SJQ,dzxFdtWmjto,Undirected,3
ssbOzbL1SJQ,mcsTWPSMDtg,Undirected,1
ssbOzbL1SJQ,QBOzHhuTzvw,Undirected,2
ssbOzbL1SJQ,d7gOtEwaJzw,Undirected,1
ssbOzbL1SJQ,dNW0B0HsvVs,Undirected,1
ssbOzbL1SJQ,pVxOVlm_lE8,Undirected,1
ssbOzbL1SJQ,2z3EUY1aXdY,Undirected,1
ssbOzbL1SJQ,p55AlBd8XDU,Undirected,1
ssbOzbL1SJQ,NNJKWVmK-GM,Undirected,3
ssbOzbL1SJQ,lp_bsz_4e3U,Undirected,3
ssbOzbL1SJQ,HEVonh8bjC0,Undirected,1
ssbOzbL1SJQ,-BDImdAfodA,Undirected,1
ssbOzbL1SJQ,V6wWKNij_1M,Undirected,3
ssbOzbL1SJQ,p5N6tFob_Rw,Undirected,1
ssbOzbL1SJQ,yN7N0P2TxHQ,Undirected,1
gSW2l1z1lKw,nnrkPRApQg8,Undirected,1
gSW2l1z1lKw,CR9zYgr84QY,Undirected,1
gSW2l1z1lKw,xg9ebVTL9yE,Undirected,1
gSW2l1z1lKw,3qYt_fXdaXY,Undirected,1
gSW2l1z1lKw,uXNIeQjav80,Undirected,1
gSW2l1z1lKw,k1cA-Wh3Tc0,Undirected,1
gSW2l1z1lKw,A5TPOKoE1_M,Undirected,1
gSW2l1z1lKw,0PW9MWDWLH8,Undirected,1
gSW2l1z1lKw,wsXxfgJZ4E4,Undirected,2
gSW2l1z1lKw,JAcKgCfTSq4,Undirected,1
gSW2l1z1lKw,I2kAkhboAn8,Undirected,3
gSW2l1z1lKw,S-iiG3-4FJ8,Undirected,2
gSW2l1z1lKw,51tc6o12uqA,Undirected,3
gSW2l1z1lKw,SLJYTr78NUQ,Undirected,1
gSW2l1z1lKw,fzs6O7b9Fe0,Undirected,1
gSW2l1z1lKw,os5mMTl3IBs,Undirected,2
gSW2l1z1lKw,l7VfDVVxiMM,Undirected,1
gSW2l1z1lKw,k9PdgjmQcKI,Undirected,1
gSW2l1z1lKw,H83cVi2sCJM,Undirected,1
gSW2l1z1lKw,XZNUgzO9xJA,Undirected,4
gSW2l1z1lKw,IbVR4kzVQrk,Undirected,1
gSW2l1z1lKw,JqA6TZW9-0w,Undirected,1
gSW2l1z1lKw,Kap77SLzVyI,Undirected,1
gSW2l1z1lKw,03RQLmDNIEw,Undirected,1
gSW2l1z1lKw,k9oMv0JzCn8,Undirected,1
gSW2l1z1lKw,yqulWPljawo,Undirected,1
gSW2l1z1lKw,aJJcVyiZT0U,Undirected,1
gSW2l1z1lKw,clIvdBfCHOE,Undirected,1
gSW2l1z1lKw,bOBL980Xsg4,Undirected,1
gSW2l1z1lKw,3Xb3eOH4PMA,Undirected,2
gSW2l1z1lKw,yI2k6OKsSVw,Undirected,1
gSW2l1z1lKw,TOeWI-HClI8,Undirected,1
gSW2l1z1lKw,sWVUjFXV9Yg,Undirected,1
gSW2l1z1lKw,zxGg8QqWrRQ,Undirected,1
gSW2l1z1lKw,dsNNfiA6qjs,Undirected,1
gSW2l1z1lKw,5Kk5QxB9lWk,Undirected,1
gSW2l1z1lKw,dyBFAX4SDEc,Undirected,1
gSW2l1z1lKw,rTKaXaPIfG8,Undirected,2
gSW2l1z1lKw,YBT_rfVxY5A,Undirected,1
gSW2l1z1lKw,E7Er4t8PIYw,Undirected,3
gSW2l1z1lKw,dqkEniTFTH0,Undirected,1
gSW2l1z1lKw,xa2LxGIQ1DQ,Undirected,1
gSW2l1z1lKw,21jcP-1w4DA,Undirected,1
gSW2l1z1lKw,p9RLCdyn_40,Undirected,1
gSW2l1z1lKw,ifkRhaEDzzo,Undirected,1
gSW2l1z1lKw,jyTqvjvj8sM,Undirected,2
gSW2l1z1lKw,NJAtY43vsl8,Undirected,2
gSW2l1z1lKw,R8QfoQYUsek,Undirected,1
gSW2l1z1lKw,f6Egj7ncOi8,Undirected,1
gSW2l1z1lKw,TwUaijHsNF0,Undirected,22
gSW2l1z1lKw,rYzLh2QuraQ,Undirected,1
gSW2l1z1lKw,L6vhib5e4so,Undirected,1
gSW2l1z1lKw,IpjK885tG2c,Undirected,1
gSW2l1z1lKw,rxUfRhVYeKI,Undirected,3
gSW2l1z1lKw,pWqRw4NfFDA,Undirected,1
gSW2l1z1lKw,FDTKws5WxKw,Undirected,1
gSW2l1z1lKw,fRQfrB6klX0,Undirected,2
gSW2l1z1lKw,wQZ95eZQtBE,Undirected,1
gSW2l1z1lKw,FvBcYkY7ZGo,Undirected,5
gSW2l1z1lKw,gImQUUb8cU4,Undirected,2
gSW2l1z1lKw,q57eQqq9-IA,Undirected,1
gSW2l1z1lKw,Zt803kKQ41k,Undirected,1
gSW2l1z1lKw,Zy6nbhUW_5E,Undirected,2
gSW2l1z1lKw,EZOZ-XD5wmg,Undirected,5
gSW2l1z1lKw,EVNYfoFcrZY,Undirected,1
gSW2l1z1lKw,li6f_0x0IGE,Undirected,2
gSW2l1z1lKw,ceyU5UBumLU,Undirected,2
gSW2l1z1lKw,CZ7KRUYQyKE,Undirected,1
gSW2l1z1lKw,FQUmz9QxtFc,Undirected,1
gSW2l1z1lKw,akNs04ef_Co,Undirected,1
gSW2l1z1lKw,WTyNJOXycQk,Undirected,1
gSW2l1z1lKw,Z0vLiQLpsc8,Undirected,1
gSW2l1z1lKw,bkI4AZn_saY,Undirected,2
gSW2l1z1lKw,MUcBkpwnKcE,Undirected,1
gSW2l1z1lKw,yabSoxBzo4A,Undirected,2
gSW2l1z1lKw,Mjl4OReUX-c,Undirected,4
gSW2l1z1lKw,QLUXGKtRaEs,Undirected,1
gSW2l1z1lKw,n0j_CX1S2es,Undirected,1
nnrkPRApQg8,uXNIeQjav80,Undirected,1
nnrkPRApQg8,ktQH78FNCfs,Undirected,1
nnrkPRApQg8,Y4lhAHTzbRE,Undirected,1
nnrkPRApQg8,DJXUWLs6FI0,Undirected,1
nnrkPRApQg8,p8XP7A7kvzM,Undirected,1
nnrkPRApQg8,8z_cg5CypRc,Undirected,1
nnrkPRApQg8,I2kAkhboAn8,Undirected,1
nnrkPRApQg8,X9Gc_g638C8,Undirected,2
nnrkPRApQg8,51tc6o12uqA,Undirected,1
nnrkPRApQg8,aKPz583WRpQ,Undirected,1
nnrkPRApQg8,os5mMTl3IBs,Undirected,1
nnrkPRApQg8,jLM2ibaRbrk,Undirected,1
nnrkPRApQg8,XZNUgzO9xJA,Undirected,1
nnrkPRApQg8,Kx-TGqqMuPU,Undirected,1
nnrkPRApQg8,cpB-tg6eK3k,Undirected,1
nnrkPRApQg8,Ps-nEyvsCKY,Undirected,1
nnrkPRApQg8,k_aT3jAK_QU,Undirected,1
nnrkPRApQg8,vW7H-DKivX8,Undirected,1
nnrkPRApQg8,Yjf5scyjifU,Undirected,1
nnrkPRApQg8,0DpCDxoj_Xg,Undirected,1
nnrkPRApQg8,clIvdBfCHOE,Undirected,1
nnrkPRApQg8,eRdjw3dlGEE,Undirected,1
nnrkPRApQg8,IQYLPEuAClo,Undirected,1
nnrkPRApQg8,PPCDMi5xmmk,Undirected,1
nnrkPRApQg8,q4_icwNQJJw,Undirected,1
nnrkPRApQg8,QerVvvNem1w,Undirected,1
nnrkPRApQg8,dsNNfiA6qjs,Undirected,1
nnrkPRApQg8,uCnPZHrrSDU,Undirected,1
nnrkPRApQg8,qLVZiKDNxtw,Undirected,2
nnrkPRApQg8,rTKaXaPIfG8,Undirected,1
nnrkPRApQg8,hH-wCe5oAv8,Undirected,1
nnrkPRApQg8,E7Er4t8PIYw,Undirected,1
nnrkPRApQg8,g2GbkH12xMg,Undirected,1
nnrkPRApQg8,UTNnhZqTY5c,Undirected,1
nnrkPRApQg8,TZSVf-yD7N8,Undirected,1
nnrkPRApQg8,xa2LxGIQ1DQ,Undirected,1
nnrkPRApQg8,TPQqpxfm6BI,Undirected,1
nnrkPRApQg8,JBw1nwYJESc,Undirected,1
nnrkPRApQg8,xPixhGo4cU4,Undirected,1
nnrkPRApQg8,ZvdPvq4dX78,Undirected,1
nnrkPRApQg8,jyTqvjvj8sM,Undirected,1
nnrkPRApQg8,XJiCE88hOmM,Undirected,1
nnrkPRApQg8,tAn7wxn2Atk,Undirected,1
nnrkPRApQg8,MFWF9dU5Zc0,Undirected,1
nnrkPRApQg8,TwUaijHsNF0,Undirected,1
nnrkPRApQg8,GpEuHHMy-Z8,Undirected,1
nnrkPRApQg8,k2NskGo6x40,Undirected,1
nnrkPRApQg8,-mNlASb89Wo,Undirected,1
nnrkPRApQg8,FtB3YSdLQR4,Undirected,1
nnrkPRApQg8,Y_1CaQl0FJs,Undirected,1
nnrkPRApQg8,7dhRpJ9ydiw,Undirected,1
nnrkPRApQg8,IpjK885tG2c,Undirected,28
nnrkPRApQg8,5O4h2x9NuTk,Undirected,1
nnrkPRApQg8,5pJLKoB_yCs,Undirected,1
nnrkPRApQg8,aNpl8EsTR94,Undirected,1
nnrkPRApQg8,rxUfRhVYeKI,Undirected,1
nnrkPRApQg8,pWqRw4NfFDA,Undirected,1
nnrkPRApQg8,_ckccU8ojRg,Undirected,1
nnrkPRApQg8,0SLu6i6Rm2g,Undirected,1
nnrkPRApQg8,O1RNq6rMbds,Undirected,1
nnrkPRApQg8,akTosGXl8pI,Undirected,1
nnrkPRApQg8,_2v5kMaGCNI,Undirected,1
nnrkPRApQg8,E9eAshaPvYw,Undirected,1
nnrkPRApQg8,Kpxn9nl02qg,Undirected,1
nnrkPRApQg8,Ct_lrDNvxoA,Undirected,1
nnrkPRApQg8,Nsg6ZDd4NfQ,Undirected,2
nnrkPRApQg8,3QohbrF0GIg,Undirected,1
nnrkPRApQg8,j6Z573n6-xU,Undirected,1
nnrkPRApQg8,4MtAl7F6xio,Undirected,1
nnrkPRApQg8,IJuZSD8GGZo,Undirected,1
nnrkPRApQg8,9StYOIBLanM,Undirected,1
nnrkPRApQg8,kVWj8lgQvsE,Undirected,1
nnrkPRApQg8,QopkF3p9nBk,Undirected,1
nnrkPRApQg8,_Oht6ZNXx7I,Undirected,1
nnrkPRApQg8,r5JK6eEHwIQ,Undirected,1
nnrkPRApQg8,Rtyv9919Lh0,Undirected,1
nnrkPRApQg8,KzNK1-mH2Xw,Undirected,1
nnrkPRApQg8,c8ngetsBSGk,Undirected,1
nnrkPRApQg8,ceyU5UBumLU,Undirected,1
nnrkPRApQg8,eEdPnm-AZ94,Undirected,1
nnrkPRApQg8,CZ7KRUYQyKE,Undirected,1
nnrkPRApQg8,IPgdIHV_zMo,Undirected,1
nnrkPRApQg8,FJ_TFXjr__4,Undirected,1
nnrkPRApQg8,kAp-jpENAlo,Undirected,1
nnrkPRApQg8,hTFdtso911s,Undirected,1
nnrkPRApQg8,bkI4AZn_saY,Undirected,1
nnrkPRApQg8,Uv1xscwDtIQ,Undirected,1
nnrkPRApQg8,Mjl4OReUX-c,Undirected,1
nnrkPRApQg8,VQhvtVJvcdg,Undirected,1
nnrkPRApQg8,xZNBFcwd7zc,Undirected,1
nnrkPRApQg8,BhIEIO0vaBE,Undirected,1
nnrkPRApQg8,oaU82_uGTQg,Undirected,1
nnrkPRApQg8,ZnHW63aXXB8,Undirected,2
HNa_UWX51_s,2Vv-BfVoq4g,Undirected,1
HNa_UWX51_s,44W9qstI8H8,Undirected,1
HNa_UWX51_s,817P8W8-mGE,Undirected,1
HNa_UWX51_s,3XIV3mfc8S0,Undirected,1
HNa_UWX51_s,GL8oRm8Wo3Q,Undirected,1
HNa_UWX51_s,WS7f5xpGYn8,Undirected,1
HNa_UWX51_s,D0aAYfRBVik,Undirected,1
HNa_UWX51_s,SPNsGbjXVwY,Undirected,1
HNa_UWX51_s,g4Go-VIweZY,Undirected,1
HNa_UWX51_s,51cbHTKdILA,Undirected,1
HNa_UWX51_s,yzl_ZKQExnk,Undirected,1
HNa_UWX51_s,af6L1jBZGYA,Undirected,1
HNa_UWX51_s,oI42BohDabU,Undirected,3
HNa_UWX51_s,pjTj-_55WZ8,Undirected,1
P4YJwy_T9pM,wsXxfgJZ4E4,Undirected,1
P4YJwy_T9pM,8mCcM-PUmLM,Undirected,2
P4YJwy_T9pM,TNRrY8m71u4,Undirected,1
P4YJwy_T9pM,Kap77SLzVyI,Undirected,1
P4YJwy_T9pM,clIvdBfCHOE,Undirected,1
P4YJwy_T9pM,8ZivfJUezjA,Undirected,1
P4YJwy_T9pM,6i9UUvxhAlY,Undirected,2
P4YJwy_T9pM,yI2k6OKsSVw,Undirected,1
P4YJwy_T9pM,sWVUjFXV9Yg,Undirected,1
P4YJwy_T9pM,Ic8yK9YLyak,Undirected,1
P4YJwy_T9pM,21jcP-1w4DA,Undirected,1
P4YJwy_T9pM,ifkRhaEDzzo,Undirected,1
P4YJwy_T9pM,s9EE_r0WRMk,Undirected,1
P4YJwy_T9pM,jyTqvjvj8sM,Undirected,1
P4YJwy_T9pM,rYzLh2QuraQ,Undirected,1
P4YJwy_T9pM,vVoxIgwdppE,Undirected,1
P4YJwy_T9pM,wQZ95eZQtBE,Undirected,1
P4YJwy_T9pM,_PvfiCuNfO0,Undirected,1
P4YJwy_T9pM,yabSoxBzo4A,Undirected,1
P4YJwy_T9pM,9lH5NgUnPUs,Undirected,1
P4YJwy_T9pM,1R0Xgq1bxZI,Undirected,1
P4YJwy_T9pM,7FM_MfpYOLU,Undirected,1
P4YJwy_T9pM,8h7cnLWQKtM,Undirected,1
A8ScwhLh7uo,_EvMYEfF_hQ,Undirected,2
A8ScwhLh7uo,FTv-CE43PpM,Undirected,2
A8ScwhLh7uo,SLJYTr78NUQ,Undirected,1
A8ScwhLh7uo,CzmIrPvIzxk,Undirected,4
A8ScwhLh7uo,yef_HfQoBd8,Undirected,1
A8ScwhLh7uo,RJyb4Nzi-qo,Undirected,1
A8ScwhLh7uo,o7OwzKm8aa0,Undirected,1
A8ScwhLh7uo,W8_T7MMywcs,Undirected,4
A8ScwhLh7uo,5ELQ6u_5YYM,Undirected,1
A8ScwhLh7uo,LjNhW2mR1lM,Undirected,1
A8ScwhLh7uo,McenDl9NdYE,Undirected,1
A8ScwhLh7uo,5tCyAEMaE-I,Undirected,4
A8ScwhLh7uo,o8lSb-UOA3M,Undirected,1
A8ScwhLh7uo,ROZgx6HXw2k,Undirected,4
A8ScwhLh7uo,If75XsbYCZw,Undirected,4
A8ScwhLh7uo,IVW7-k7pHE4,Undirected,1
A8ScwhLh7uo,IHy6iXcj004,Undirected,1
A8ScwhLh7uo,VXvu5rtJNd4,Undirected,1
A8ScwhLh7uo,OTVF8zFIyyQ,Undirected,1
A8ScwhLh7uo,doP7xKdGOKs,Undirected,1
EYkEshCOhEU,F62QpaPWXDI,Undirected,1
EYkEshCOhEU,-3VBPAZPTQI,Undirected,1
EYkEshCOhEU,UImlvzT2hHQ,Undirected,1
EYkEshCOhEU,EZOZ-XD5wmg,Undirected,1
EYkEshCOhEU,g0xVbwXs9jo,Undirected,1
EYkEshCOhEU,wjOK-U2GhIs,Undirected,1
q-WipZ9p0wk,CR9zYgr84QY,Undirected,1
q-WipZ9p0wk,hpapqEeb36k,Undirected,1
q-WipZ9p0wk,I2kAkhboAn8,Undirected,1
q-WipZ9p0wk,lR-oJvKJyUY,Undirected,1
q-WipZ9p0wk,oxI2lyW31zM,Undirected,1
q-WipZ9p0wk,3XklsSF53pc,Undirected,1
q-WipZ9p0wk,2dls8iCoQTI,Undirected,1
q-WipZ9p0wk,C2-Fm2vpEKA,Undirected,1
q-WipZ9p0wk,kQQZ2hje42E,Undirected,2
q-WipZ9p0wk,mcsTWPSMDtg,Undirected,1
q-WipZ9p0wk,IUmdcd_8Vwc,Undirected,2
FUzs2oMEs8w,xg9ebVTL9yE,Undirected,1
FUzs2oMEs8w,Mv-CJ44KbW4,Undirected,1
FUzs2oMEs8w,uXNIeQjav80,Undirected,1
FUzs2oMEs8w,ijJPFowBsBc,Undirected,1
FUzs2oMEs8w,8KT1UCsOE74,Undirected,1
FUzs2oMEs8w,k1cA-Wh3Tc0,Undirected,1
FUzs2oMEs8w,wEkCf0IVAV4,Undirected,1
FUzs2oMEs8w,aJqEx_t_9S8,Undirected,1
FUzs2oMEs8w,wsXxfgJZ4E4,Undirected,1
FUzs2oMEs8w,9pbCuFxRuqs,Undirected,1
FUzs2oMEs8w,WXlr35jV3cw,Undirected,1
FUzs2oMEs8w,8rWuGBPA7bE,Undirected,1
FUzs2oMEs8w,I2kAkhboAn8,Undirected,1
FUzs2oMEs8w,pfGq40iHpME,Undirected,1
FUzs2oMEs8w,os5mMTl3IBs,Undirected,1
FUzs2oMEs8w,zX1_qEVop0Q,Undirected,1
FUzs2oMEs8w,X6NyvN4ZTik,Undirected,1
FUzs2oMEs8w,k9PdgjmQcKI,Undirected,1
FUzs2oMEs8w,SNCMtOdaIxU,Undirected,1
FUzs2oMEs8w,XZNUgzO9xJA,Undirected,1
FUzs2oMEs8w,o9zRQijCN5w,Undirected,1
FUzs2oMEs8w,2fGXDFiFBhg,Undirected,1
FUzs2oMEs8w,JqA6TZW9-0w,Undirected,1
FUzs2oMEs8w,ggpoZyF2lU0,Undirected,1
FUzs2oMEs8w,e7b5hbWvWEQ,Undirected,1
FUzs2oMEs8w,NRh8KWiCxWU,Undirected,1
FUzs2oMEs8w,4OdLgsZOM14,Undirected,1
FUzs2oMEs8w,NWGguhHrzpw,Undirected,1
FUzs2oMEs8w,ZKUerb6IH4Y,Undirected,1
FUzs2oMEs8w,bOBL980Xsg4,Undirected,1
